Name,Min_CPU_Cores,Recom_CPU_Cores,Min_CPU_TDP,Recom_CPU_TDP,Min_GPU_Memory(MB),Recom_GPU_Memory(MB),Min_GPU_Memory_Clock(MHz),Recom_GPU_Memory_Clock(MHz),Min_RAM,Min_Ram(GB),Recom_RAM,Recom_RAM(GB),Min_OS,Recom_OS,Min_Storage,Min_Storage(GB),Recom_Storage,Recom_Storage(GB),Release_Date
Contraband Police: Prologue,5,4,95,65,1024,1024,1375,1751,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-02-16
Cuisine Royale,6,4,104.5,74.5,1024,7168,1250.5,2001,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-12-12
Dangerous Golf,3,6,59,157.5,2048,2560,1375,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2016-06-03
Deathtrap Dungeon: The Interactive Video Adventure,2,3,65,65,256,320,600,815,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-01-21
Minecraft: Dungeons,3,6,80,104.5,2048,7168,1351,2001,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-05-26
Stay Silent,4,5,74.5,74.5,4096,8192,1751.5,1251,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,8 GB,8 ,2019-06-21
The Divine Invasion,3,5,65,95,2048,7168,1351,2001,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-08-27
Notruf 112 ��� Die Feuerwehr Simulation,2,3,65,90,1024,2048,900,1076,8 GB,8 ,8 GB,8 ,Windows Vista 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2016-11-10
ABZU,4,6,100,110,2048,2048,1351,1576.5,2 GB,2 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2016-08-02
Dragomon Hunter,1,2,65,57,384,384,600,635,3 GB,3 ,6 GB,6 ,Windows XP 32-bit,Windows 8 32-bit,6 GB,6 ,6 GB,6 ,2015-12-02
Ancestory,2.5,4,60,103.5,1536,2048,1075,1187.5,4 GB,4 ,6 GB,6 ,Windows 7 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2015-10-13
Bierzerkers,2,3,65,90,1024,2048,950,1076,4 GB,4 ,6 GB,6 ,Windows 7 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2015-07-09
Super Bomberman R Online,2.5,3,60,90,1024,1536,783.5,1225,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2020-09-02
Super Bomberman-R,2.5,3,60,90,1024,1536,783.5,1225,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2018-06-13
Assault Squad 2: Men of War Origins,2,3,65,75,1024,2048,1025.5,1275,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2016-08-26
Crossroads Inn,3,5,80,110,1024,2048,1012.5,1125,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-10-31
Empire of Sin,2.5,3,84,73,1024,2048,1003.5,1275,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-12-01
Hellpoint,3,5,65,110,2560,3072,1376,1751,4 GB,4 ,6 GB,6 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-07-30
Darkwood,2,3,65,59,512,2048,946.5,1451,4 GB,4 ,6 GB,6 ,Windows Vista 32-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2017-07-17
Vaporum: Lockdown,2,4,65,74.5,768,1024,1026,1751.5,4 GB,4 ,6 GB,6 ,Windows Vista 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-09-15
Toy Soldiers: HD,1,7,54,127.5,1024,7168,500,2001,2 GB,2 ,5 GB,5 ,Windows XP 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-01-01
The Elder Scrolls V,2,4,65,110,256,1408,400,991.5,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows XP 64-bit,6 GB,6 ,6 GB,6 ,2011-11-11
Anno 1404,1,2,84.5,65,192,768,337.5,950,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2009-06-26
The Book of Unwritten Tales,1,1,67.5,70.5,256,256,200,700,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2011-10-28
The Critter Chronicles,1,1,67.5,70.5,256,256,200,700,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-12-05
Mary Skelter: Nightmares,2,3,65,90,768,1536,450,1225,1 GB,1 ,4 GB,4 ,Windows 7 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2018-07-19
Where the Water Tastes Like Wine,2,3,65,99,384,1536,400,1437.5,1 GB,1 ,4 GB,4 ,Windows 7 32-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2018-02-28
Gas Guzzlers: Combat Carnage,2,3,72.5,84,640,1024,840,1000.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-05-04
Gettysburg: Armored Warfare,2,4,65,100,448,640,814,1013,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-03-27
Of Orcs And Men,2,2,65,72.5,448,512,815,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-10-11
Rayman Legends,1,2,73.5,65,256,384,750,865,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2013-08-30
The Forgotten Ones,1.5,2,72.5,65,256,128,690,533.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,7 GB,7 ,2013-11-02
Train Simulator 2012,1,2,71,65,256,256,400,450,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2011-09-23
Viking: Battle for Asgard,2,2,65,77,256,384,200,450,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-10-17
Steel Ocean,5,,86,,1024,1024,700,1250,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows Vista 64-bit,6 GB,6 ,6 GB,6 ,2015-11-12
Farming Simulator 17,2,2,65,77,1024,2048,950,1451,2 GB,2 ,4 GB,4 ,Windows 7 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2016-10-25
Legend of Kay Anniversary,2,3,65,90,1024,2048,950,1076,2 GB,2 ,4 GB,4 ,Windows 7 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2015-07-28
Mega Man Legacy Collection 2,3,6,72.5,104.5,1536,1664,1087.5,1175,2 GB,2 ,4 GB,4 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2017-08-08
Alekhines Gun,1,3,66.5,90,256,2048,700,1076,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2016-03-11
Lost Horizon 2,3,5,69,101,1536,2048,900,1487.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2015-10-02
Tryst,2,4,65,100,256,704,400,1063.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2012-09-14
Bound By Flame,2,4,65,100,512,704,850,996,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2014-05-09
Brothers: A Tale of Two Sons,2,2,65,65,128,1024,255,1050,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2013-08-28
Cabelas Dangerous Hunts 2013,2,2,65,72.5,256,512,750,1126,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2012-10-23
Dead Island: Epidemic,2,2,65,65,128,1024,255,1050,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2015-01-01
Forge,2,4,65,100,768,896,937.5,999,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2012-12-04
Global Ops: Commando Libya,2,2,65,65,128,1024,255,1050,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2011-09-20
INSURGENCY,2,2.5,65,80,128,1024,721.5,1050,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2013-03-02
Men of War: Assault Squad 2,2,2,65,55,128,256,200,700,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2014-02-25
Starlight Inception,2,3,80,85,768,2048,1063.5,1250,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2013-09-19
Strife,2,2,65,65,128,1024,255,1050,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2015-01-01
Stronghold Crusader 2,2,2,65,65,512,1280,864,876,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2014-09-23
WRC 3: FIA World Rally Championship,1,2,99.5,72.5,0,1024,667,1000,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2012-10-12
WRC 4,2,2,65,65,128,1024,255,1050,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2013-10-30
Train Simulator 2015,2,2,95,72.5,768,768,849,717.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2014-09-18
Train Simulator 2016,2,2,95,72.5,768,768,849,717.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2009-07-12
Death Come True,2,3,65,65,768,1024,899,1225,2 GB,2 ,4 GB,4 ,Windows 7 32-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-07-18
Inferna,2,3,65,65,2048,3072,1451,1751.5,2 GB,2 ,4 GB,4 ,Windows 7 32-bit,Windows 10 64-bit,6 GB,6 ,10 GB,10 ,2019-12-20
The Lord of the Rings: Adventure Card Game,2,2,65,65,512,1024,946.5,1187.5,2 GB,2 ,4 GB,4 ,Windows 7 32-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-08-29
Mega Man Zero/ZX Legacy Collection,3,6,69,101,2048,2560,1351,1376,2 GB,2 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,7 GB,7 ,2020-02-25
Tom clancys Ghost Recon Phantoms,2,2,65,72.5,256,704,700,949.5,3 GB,3 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2014-04-10
Tannenberg,2.5,2,80,65,1536,1024,1187.5,1701.5,3 GB,3 ,4 GB,4 ,Windows Vista 64-bit,Windows 7 64-bit,6 GB,6 ,12 GB,12 ,2017-11-16
Dreamscaper,3,4,86,65,1536,4096,945.5,1751.5,3 GB,3 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-08-14
Party Hard 2,2,3,76.5,94,896,1024,1025,1250.5,4 GB,4 ,4 GB,4 ,Windows XP 64-bit,Windows XP 64-bit,6 GB,6 ,6 GB,6 ,2018-10-25
GWENT: Rogue Mage,2,4,59,71,2048,2048,900,1451,4 GB,4 ,4 GB,4 ,Windows 8 64-bit,Windows 8 64-bit,6 GB,6 ,6 GB,6 ,2022-07-07
Unforeseen Incidents,1,3,43.5,90,768,1536,450,1225,4 GB,4 ,4 GB,4 ,Windows 7 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2018-05-24
Flockers,2,2,65,72.5,512,416,900,896,4 GB,4 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2014-05-06
Rugby League Live 3,2,3,65,75,1024,2048,950,1375,4 GB,4 ,4 GB,4 ,Windows 7 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2015-09-30
Human Simulator,4,4,74.5,74.5,2560,2560,1626,1626,4 GB,4 ,4 GB,4 ,Windows 10 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-01-13
I Am Dead,4,4,110,74.5,1024,2048,975,1351,4 GB,4 ,4 GB,4 ,Windows 10 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-10-08
Franchise Hockey Manager 4,1,2,53.5,65,256,320,600,815,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2017-10-06
Franchise Hockey Manager 5,1,2,53.5,65,256,320,600,815,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2018-10-05
Franchise Hockey Manager 6,1,2,53.5,65,256,320,600,815,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2019-10-11
Crisis VRigade 2,6,6,104.5,104.5,4096,4096,1501.5,1751.5,4 GB,4 ,4 GB,4 ,Windows 8 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-06-09
Hiveswap: Act 2,2,3,65,65,768,2048,899,1351,4 GB,4 ,4 GB,4 ,Windows XP 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-11-25
Need for Speed: Shift,2,2,65,65,256,768,600,825,1 GB,1 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2009-09-18
WRC Powerslide,2,2,65,77,512,512,1013,900,1 GB,1 ,3 GB,3 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2014-02-07
Rugby Challenge,2,4,65,75,512,704,1000,996,1.5 GB,1.5 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2011-10-14
Drakensang: The Dark Eye,1,2,64,72.5,192,256,712.5,800,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2009-03-27
Rugby Challenge 2: The Lions Tour Edition,2,4,65,100,384,704,815,996,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2013-07-25
London Faversham High Speed,2,2.5,77,80,768,512,750,1013,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2013-02-21
Spec Ops: The Line,2,4,65,100,256,512,550,1046.5,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2012-06-26
Train Simulator 2013,2,2.5,77,80,768,512,750,1013,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2012-09-20
Train Simulator 2014,2,2.5,77,80,768,512,750,1013,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2013-09-26
1954 Alcatraz,1,2,74,65,320,640,550,725,3 GB,3 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2014-03-11
Alliance of Valiant Arms,1,1,61.5,73.5,192,384,304,750,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,2 GB,2 ,2009-11-11
Deep Black,1.5,2,70,77,384,416,375,396,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-03-01
Eve Online: Crucible,1,2,59,65,64,384,135,765,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2011-11-30
EYE,1,2,69.5,65,256,384,250,400,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2011-07-29
Far Cry 2,1,2,79.5,65,384,384,575,1000,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2008-10-24
FIFA 2012,2,2,65,65,256,448,337.5,814,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2011-09-30
Major League Baseball 2K12,1,2,70,72.5,768,256,795,795,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-03-06
Sniper: Ghost Warrior,1,2,67,65,384,256,650,830,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2010-06-29
The Earth Defense Force: Insect Armageddon,2,4,65,100,384,512,530,900,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2011-12-15
Uprising44,1,2,70.5,55,512,512,595,1013,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-09-15
Wing Commander Saga: The Darkest Dawn,1,1,62.5,70.5,192,256,300,830,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-03-22
South Park: Stick of Truth - Super Samurai Spaceman,2,4,65,95,640,704,810,949.5,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2014-04-02
South Park: The Stick of Truth,2,4,65,95,640,704,810,949.5,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2014-03-07
South Park: The Stick of Truth - Ultimate Fellowship,2,4,65,95,640,704,810,949.5,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2014-04-02
Earth Defense Force: Insect Armageddon,2,4,65,100,384,1024,530,1000,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2011-07-22
Operation Flashpoint: Red River,2,4,65,100,256,512,650,963,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2011-04-21
Section 8,1,2,73.5,65,256,512,650,914,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2009-09-11
Sonic Mania,1,2,79.5,65,256,512,600,450,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2017-08-15
Sonic the Hedgehog 4: Episode II,1,2,79.5,65,256,512,600,450,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows 7 32-bit,6 GB,6 ,6 GB,6 ,2012-05-15
Gotham City Impostors,2,4,65,100,640,320,745,900,1.5 GB,1.5 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-02-07
The Dark Eye: Chains of Satinav,1,2,61,65,256,768,200,450,1.5 GB,1.5 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2012-06-22
Warface,2,2,65,95,256,512,850,900,1.5 GB,1.5 ,2 GB,2 ,Windows XP 32-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2012-10-21
Valiant Hearts: The Great War,1,2,73.5,65,256,384,750,865,2 GB,2 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2014-06-25
WARMACHINE: Tactics,1,2,67.5,65,320,640,550,725,2 GB,2 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2013-08-09
Paradise Killer,2,3,65,65,1280,7168,845.5,2001,4 GB,4 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-09-04
Adr1ft,4,4,110,104.5,2048,4096,1187.5,1501.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2016-03-28
Stronghold: Warlords,5,6,101,148.5,2560,4096,1438.5,1501.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2021-03-09
The Fabled Woods,3,6,84,104.5,2048,7168,1487.5,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2021-03-25
Void Bastards,5,6,110,110,2048,4096,1351,1501.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 7 64-bit,6 GB,6 ,6 GB,6 ,2019-05-29
Mech Mechanic Simulator,3,4,73,82.5,6144,7168,1626.5,2001,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2021-03-25
RiMS Racing,5,4,95,74.5,1536,5120,1225,1876,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,6 GB,6 ,8 GB,8 ,2021-08-19
Street Power Football,3,4,65,80,768,4096,1112.5,1751,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-08-25
Freud Gate,3,5,89.5,65,1792,7168,1251,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,10 GB,10 ,2019-10-21
In Death,4,6,92,152,4096,6656,1751.5,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2018-02-01
Island Saga,2,3,65,65,768,768,650,650,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2020-05-19
Radical Heights,5,5,95,78,2048,3584,1351,1876,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 ,6 GB,6 ,2018-04-10
The Viking Way,5,4,95,65,2048,4096,1351,1751.5,8 GB,8 ,16 GB,16 ,Windows 8 32-bit,Windows 10 64-bit,6 GB,6 ,8 GB,8 ,2020-10-10
Chasing Dead,2,6,65,104.5,512,2048,1013,1564,4 GB,4 ,12 GB,12 ,Windows XP 32-bit,Windows XP 64-bit,6 GB,6 ,6 GB,6 ,2016-03-03
Need for Speed: Undercover,1,2,77,97.5,192,640,337.5,775,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2008-11-21
RF Online,1,1,14.5,62,96,640,350,795,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2006-02-21
The Lord of the Rings: Conquest,1.5,2,70,65,384,384,450,960,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,6 GB,6 ,2009-01-13
Toca Race Driver 3,1,1.5,57.5,92,128,256,133,500,0MB,0,0MB,0,Windows XP 32-bit,Windows XP 32-bit,6 GB,6 ,7 GB,7 ,2006-02-24
Marvel v Capcom: Infinite,4,6,74.5,154,1792,2048,1149.5,1576.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,59 GB,59 ,59 GB,59 ,2017-09-19
Contraband,5,5,95,74.5,2048,8192,1451,1251,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 32-bit,59 GB,59 ,59 GB,59 ,2022-01-01
Just Cause 4,5,5,95,74.5,2048,8192,1451,1251,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 32-bit,59 GB,59 ,59 GB,59 ,2018-12-04
Just Cause 4: Danger Rising,5,5,95,74.5,2048,8192,1451,1251,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 32-bit,59 GB,59 ,59 GB,59 ,2019-09-05
Just Cause 4: Dare Devils of Destruction,5,5,95,74.5,2048,8192,1451,1251,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 32-bit,59 GB,59 ,59 GB,59 ,2019-04-30
Just Cause 4: Los Demonios,5,5,95,74.5,2048,8192,1451,1251,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 32-bit,59 GB,59 ,59 GB,59 ,2019-07-03
Halo 3,4,4,82.5,95,1536,1536,800,1251,2 GB,2 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,55 GB,55 ,55 GB,55 ,2020-07-14
Call of Duty: Advanced Warfare,3,6,84,110,1024,4096,1051,1475,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,55 GB,55 ,55 GB,55 ,2014-11-04
Doom 4,6,6,110,101,2048,4096,1351,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,55 GB,55 ,55 GB,55 ,2016-05-13
Doom 4: Hell Followed,6,6,110,101,2048,4096,1351,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,55 GB,55 ,55 GB,55 ,2016-10-27
Doom 4: Unto the Evil,6,6,110,101,2048,4096,1351,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,55 GB,55 ,55 GB,55 ,2016-08-04
Quake,6,6,110,101,2048,4096,1351,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,55 GB,55 ,55 GB,55 ,2021-08-19
Witchfire,6,6,110,101,2048,4096,1351,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,55 GB,55 ,55 GB,55 ,2021-01-01
Forza Motorsport 7,4,6,110,104.5,2048,4096,1012.5,1588.5,8 GB,8 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,55 GB,55 ,55 GB,55 ,2017-10-03
The Bards Tale IV: Directors Cut,6,6,110,104.5,2560,4096,1438.5,1501.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,55 GB,55 ,55 GB,55 ,2019-08-27
The Crew 2,5,5,80,76.5,2048,7168,1351,1826,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,55 GB,55 ,55 GB,55 ,2018-06-29
